time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.585863,-0.0912718568792,-1.00705838725,-1.16352442761,1.94201967746,0.66728164273,1.02354868072,-0.498160260866,100.0,-0.158000021152,-0.740529225352,0.856344774837,1.31462153522,-0.143810698864,1.40781086808,-1.07225257073,0.0
0.585923,-0.0912718568792,-1.00705838725,-1.16352442761,1.94201967746,0.66728164273,1.02354868072,-0.498160260866,100.0,-0.158000021152,-0.740529225352,0.856344774837,1.31462153522,-0.143810698864,1.40781086808,-1.07225257073,0.0
0.596008,-0.0908883616822,-1.00667489205,-1.16352442761,1.94317016305,0.666898147533,1.02354868072,-0.498160260866,100.0,-0.157616525955,-0.740529225352,0.857111765231,1.31500503041,-0.143810698864,1.40704387769,-1.07263606593,0.0
0.605995,-0.0908883616822,-1.00667489205,-1.16390792281,1.94278666786,0.66728164273,1.02393217591,-0.498160260866,100.0,-0.157233030758,-0.740529225352,0.857111765231,1.31538852561,-0.144194194061,1.40781086808,-1.07263606593,0.0
0.616038,-0.0908883616822,-1.00629139685,-1.16352442761,1.94201967746,0.666898147533,1.02393217591,-0.498543756063,100.0,-0.157616525955,-0.741679710943,0.856728270034,1.31538852561,-0.143810698864,1.40781086808,-1.07186907553,0.0
0.626037,-0.0901213712883,-1.00629139685,-1.16352442761,1.94317016305,0.666131157139,1.02393217591,-0.49892725126,100.0,-0.158000021152,-0.741679710943,0.857878755625,1.31577202081,-0.144194194061,1.40819436328,-1.07186907553,0.0
0.636037,-0.0916553520762,-1.00667489205,-1.16352442761,1.94317016305,0.666514652336,1.02354868072,-0.49892725126,100.0,-0.157616525955,-0.741296215746,0.857495260428,1.31538852561,-0.143810698864,1.40704387769,-1.07186907553,0.0
0.646071,-0.0916553520762,-1.00705838725,-1.16237394202,1.94278666786,0.66728164273,1.02393217591,-0.498543756063,100.0,-0.157616525955,-0.740912720549,0.857878755625,1.31538852561,-0.144577689258,1.40819436328,-1.07225257073,0.0
0.656044,-0.0908883616822,-1.00744188244,-1.16314093241,1.94278666786,0.66728164273,1.02393217591,-0.498543756063,100.0,-0.157616525955,-0.741296215746,0.857495260428,1.31538852561,-0.144194194061,1.40819436328,-1.07148558034,0.0
0.666018,-0.0901213712883,-1.00705838725,-1.16390792281,1.94278666786,0.666898147533,1.02354868072,-0.498543756063,100.0,-0.157616525955,-0.740529225352,0.857495260428,1.31538852561,-0.143810698864,1.40857785848,-1.07186907553,0.0
0.675984,-0.0908883616822,-1.00667489205,-1.16237394202,1.94278666786,0.666514652336,1.02393217591,-0.497776765669,100.0,-0.158000021152,-0.741296215746,0.857495260428,1.31538852561,-0.143810698864,1.40781086808,-1.07186907553,0.0
0.686167,-0.0912718568792,-1.00667489205,-1.16352442761,1.94355365825,0.666898147533,1.02393217591,-0.498543756063,100.0,-0.158000021152,-0.740912720549,0.857878755625,1.31538852561,-0.144194194061,1.40742737288,-1.07186907553,0.0
0.695996,-0.0916553520762,-1.00667489205,-1.16352442761,1.94355365825,0.666898147533,1.02354868072,-0.498160260866,100.0,-0.157616525955,-0.740529225352,0.857878755625,1.31500503041,-0.144194194061,1.40819436328,-1.07263606593,0.0
0.706001,-0.0905048664852,-1.00667489205,-1.16199044682,1.94278666786,0.666131157139,1.02354868072,-0.498160260866,100.0,-0.158000021152,-0.741296215746,0.857878755625,1.31538852561,-0.144577689258,1.40742737288,-1.07186907553,0.0
0.716029,-0.0912718568792,-1.00667489205,-1.16390792281,1.94278666786,0.666898147533,1.02354868072,-0.498160260866,100.0,-0.158383516349,-0.740912720549,0.856728270034,1.31462153522,-0.144577689258,1.40781086808,-1.07186907553,0.0
0.726001,-0.0912718568792,-1.00667489205,-1.16352442761,1.94278666786,0.666898147533,1.02354868072,-0.498160260866,100.0,-0.157616525955,-0.740529225352,0.857495260428,1.31500503041,-0.143810698864,1.40742737288,-1.07225257073,0.0
0.736131,-0.0901213712883,-1.00705838725,-1.16352442761,1.94278666786,0.666898147533,1.02316518552,-0.497776765669,100.0,-0.158000021152,-0.740912720549,0.857878755625,1.31538852561,-0.143810698864,1.40819436328,-1.07225257073,0.0
0.746036,-0.0912718568792,-1.00667489205,-1.16352442761,1.94278666786,0.666898147533,1.02316518552,-0.498160260866,100.0,-0.158383516349,-0.740529225352,0.857495260428,1.31500503041,-0.144194194061,1.40742737288,-1.07225257073,0.0
0.756055,-0.0916553520762,-1.00705838725,-1.16429141801,1.94278666786,0.666514652336,1.02393217591,-0.498543756063,100.0,-0.157616525955,-0.740912720549,0.857495260428,1.31538852561,-0.144961184455,1.40704387769,-1.07186907553,0.0
0.765991,-0.0901213712883,-1.00744188244,-1.16199044682,1.94240317266,0.666898147533,1.02431567111,-0.498543756063,100.0,-0.157616525955,-0.740912720549,0.857878755625,1.31500503041,-0.143427203667,1.40781086808,-1.07148558034,0.0
0.776017,-0.0908883616822,-1.00667489205,-1.16314093241,1.94317016305,0.666898147533,1.02393217591,-0.498543756063,100.0,-0.157616525955,-0.741296215746,0.857495260428,1.31500503041,-0.144194194061,1.40819436328,-1.07186907553,0.0
0.786046,-0.0908883616822,-1.00705838725,-1.16275743722,1.94278666786,0.666898147533,1.02354868072,-0.498543756063,100.0,-0.158000021152,-0.740912720549,0.857111765231,1.31500503041,-0.144577689258,1.40857785848,-1.07225257073,0.0
0.796051,-0.0908883616822,-1.00667489205,-1.16314093241,1.94278666786,0.66728164273,1.02393217591,-0.498543756063,100.0,-0.158000021152,-0.741296215746,0.857878755625,1.31538852561,-0.144577689258,1.40742737288,-1.07148558034,0.0
0.805996,-0.0912718568792,-1.00667489205,-1.16275743722,1.94317016305,0.666898147533,1.02393217591,-0.499310746457,100.0,-0.158000021152,-0.740912720549,0.856344774837,1.31538852561,-0.144194194061,1.40781086808,-1.07186907553,0.0
0.816031,-0.0905048664852,-1.00705838725,-1.16314093241,1.94278666786,0.666514652336,1.02278169032,-0.498160260866,100.0,-0.157616525955,-0.741296215746,0.857495260428,1.31500503041,-0.144194194061,1.40704387769,-1.07225257073,0.0
0.826000,-0.0901213712883,-1.00629139685,-1.16390792281,1.94317016305,0.666131157139,1.02354868072,-0.498543756063,100.0,-0.157616525955,-0.741296215746,0.857878755625,1.31538852561,-0.144194194061,1.40742737288,-1.07148558034,0.0
0.835985,-0.0912718568792,-1.00744188244,-1.16314093241,1.94317016305,0.666898147533,1.02431567111,-0.498160260866,100.0,-0.158000021152,-0.740912720549,0.857495260428,1.31538852561,-0.144577689258,1.40781086808,-1.07225257073,0.0
0.846051,-0.0916553520762,-1.00629139685,-1.16352442761,1.94278666786,0.666898147533,1.02354868072,-0.498160260866,100.0,-0.157616525955,-0.740912720549,0.857495260428,1.31577202081,-0.144577689258,1.40819436328,-1.07263606593,0.0
0.856025,-0.0908883616822,-1.00667489205,-1.16314093241,1.94278666786,0.666131157139,1.02354868072,-0.498543756063,100.0,-0.157616525955,-0.740529225352,0.857878755625,1.31538852561,-0.144194194061,1.40781086808,-1.07263606593,0.0
0.866020,-0.0912718568792,-1.00667489205,-1.16352442761,1.94240317266,0.666898147533,1.02354868072,-0.498543756063,100.0,-0.158383516349,-0.740912720549,0.857495260428,1.31462153522,-0.144577689258,1.40742737288,-1.07301956113,0.0
0.876002,-0.0912718568792,-1.00590790166,-1.16237394202,1.94317016305,0.666898147533,1.02316518552,-0.498160260866,100.0,-0.157233030758,-0.741296215746,0.857878755625,1.31538852561,-0.143810698864,1.40781086808,-1.07340305632,0.0
0.886069,-0.0908883616822,-1.00629139685,-1.16275743722,1.94317016305,0.666898147533,1.02393217591,-0.497776765669,100.0,-0.158000021152,-0.740529225352,0.857111765231,1.31538852561,-0.144961184455,1.40934484887,-1.07340305632,0.0
0.896017,-0.0912718568792,-1.00629139685,-1.16314093241,1.94278666786,0.66728164273,1.02354868072,-0.499310746457,100.0,-0.157233030758,-0.740912720549,0.857495260428,1.31577202081,-0.144577689258,1.40781086808,-1.07378655152,0.0
0.906021,-0.0908883616822,-1.00667489205,-1.16275743722,1.94317016305,0.66728164273,1.02431567111,-0.499694241654,100.0,-0.157233030758,-0.740912720549,0.857495260428,1.31500503041,-0.144194194061,1.40704387769,-1.07301956113,0.0
0.916032,-0.0901213712883,-1.00629139685,-1.16275743722,1.94240317266,0.666514652336,1.02354868072,-0.498543756063,100.0,-0.157616525955,-0.741296215746,0.857495260428,1.31538852561,-0.144194194061,1.40857785848,-1.07263606593,0.0
0.926027,-0.0912718568792,-1.00705838725,-1.16314093241,1.94278666786,0.66728164273,1.02393217591,-0.498160260866,100.0,-0.157616525955,-0.740145730155,0.857495260428,1.31538852561,-0.144194194061,1.40781086808,-1.07340305632,0.0
0.936021,-0.0920388472731,-1.00705838725,-1.16352442761,1.94278666786,0.666514652336,1.02354868072,-0.498160260866,100.0,-0.158000021152,-0.740912720549,0.857495260428,1.31538852561,-0.144194194061,1.40704387769,-1.07378655152,0.0
0.945989,-0.0908883616822,-1.00667489205,-1.16314093241,1.94278666786,0.666514652336,1.02431567111,-0.498160260866,100.0,-0.158000021152,-0.740912720549,0.856728270034,1.31538852561,-0.144194194061,1.40857785848,-1.07378655152,0.0
0.956062,-0.0908883616822,-1.00629139685,-1.16275743722,1.94240317266,0.666514652336,1.02316518552,-0.498160260866,100.0,-0.158000021152,-0.741296215746,0.857495260428,1.31538852561,-0.143427203667,1.40704387769,-1.07301956113,0.0
0.966021,-0.0908883616822,-1.00667489205,-1.16314093241,1.94240317266,0.666514652336,1.02354868072,-0.498160260866,100.0,-0.157616525955,-0.740912720549,0.857111765231,1.31500503041,-0.143427203667,1.40781086808,-1.07378655152,0.0
0.975994,-0.0908883616822,-1.00667489205,-1.16429141801,1.94278666786,0.66728164273,1.02354868072,-0.498543756063,100.0,-0.157616525955,-0.741679710943,0.857878755625,1.31500503041,-0.144194194061,1.40742737288,-1.07340305632,0.0
0.986048,-0.0908883616822,-1.00629139685,-1.16352442761,1.94278666786,0.666131157139,1.02354868072,-0.498160260866,100.0,-0.158000021152,-0.741296215746,0.858262250822,1.31577202081,-0.144194194061,1.40704387769,-1.07340305632,0.0
